"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2020-04-19T10:00:00.000","2020-04-19T00:00:00.000","10:00","2020","Sunday","2020-06-16T09:22:00.000","93580807021","935808","200361686","201680823","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","EDGAR AVE \ NIAGARA AVE","22213000","Ingleside","Oceanview/Merced/Ingleside","11","11","37.7212992943916","-122.45212279953367","POINT (-122.45212279953367 37.7212992943916)","64",,,,,,"1","10"
"2020-07-07T00:00:00.000","2020-07-07T00:00:00.000","00:00","2020","Tuesday","2020-07-09T15:30:00.000","94228971013","942289","200411275","201912050","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","WOOD ST \ LUPINE AVE","26904000","Richmond","Presidio Heights","2","2","37.78401770966827","-122.44798149341845","POINT (-122.44798149341845 37.78401770966827)","11",,,,,,"6","8"
"2020-11-18T09:06:00.000","2020-11-18T00:00:00.000","09:06","2020","Wednesday","2021-01-04T14:00:00.000","99405975030","994059","200696342",,"IS","Initial Supplement",,"75030","Case Closure","Case Closure","Case Closure","Cite or Arrest Adult","GEARY ST \ TAYLOR ST","24941000","Central","Tenderloin","3","3","37.78693970570657","-122.41151576847024","POINT (-122.41151576847024 37.78693970570657)","20",,"1",,,,"3","6"
"2021-01-05T01:30:00.000","2021-01-05T00:00:00.000","01:30","2021","Tuesday","2021-01-05T01:30:00.000","99983365030","999833","219000037","219000037","II","Initial",,"65030","Other Miscellaneous","Other","Driving, Speeding","Open or Active","COLONIAL WAY \ SAN JOSE AVE","22114000","Ingleside","Outer Mission","11","11","37.72843929299309","-122.44043912294917","POINT (-122.44043912294917 37.72843929299309)","94",,,,,,"1","9"
"2021-01-05T13:12:00.000","2021-01-05T00:00:00.000","13:12","2021","Tuesday","2021-01-05T13:12:00.000","99314751041","993147","210009252","210051611","II","Initial",,"51041","Non-Criminal","Non-Criminal","Aided Case -Property for Destruction","Open or Active","SYCAMORE ST \ VALENCIA ST","24172000","Mission","Mission","9","8","37.76257883049033","-122.42166247826907","POINT (-122.42166247826907 37.76257883049033)","53",,,,"3",,"5","3"
"2020-09-13T16:00:00.000","2020-09-13T00:00:00.000","16:00","2020","Sunday","2020-09-14T21:03:00.000","96134128150","961341","200554245","202582943","II","Initial",,"28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","KIRKHAM ST \ 19TH AVE","27364000","Taraval","Inner Sunset","7","7","37.759833935745874","-122.47681389310883","POINT (-122.47681389310883 37.759833935745874)","39",,,,,,"8","10"
"2020-12-07T19:27:00.000","2020-12-07T00:00:00.000","19:27","2020","Monday","2020-12-07T19:27:00.000","98526904011","985269","200738687","203422971","IS","Initial Supplement",,"04011","Assault","Aggravated Assault","Assault, Aggravated, W/ Gun","Open or Active","PERU AVE \ BURROWS ST","21610000","Ingleside","Excelsior","11","9","37.72394419349765","-122.42283006837721","POINT (-122.42283006837721 37.72394419349765)","90",,,,,,"2","9"
"2020-05-10T08:00:00.000","2020-05-10T00:00:00.000","08:00","2020","Sunday","2020-05-11T20:59:00.000","93291306244","932913","206089181",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","MISSION ST \ 09TH ST","24313000","Southern","South of Market","6","6","37.77623051953945","-122.41471100473302","POINT (-122.41471100473302 37.77623051953945)","32",,"1","1","1",,"10","1"
"2020-06-18T23:21:00.000","2020-06-18T00:00:00.000","23:21","2020","Thursday","2020-06-18T23:21:00.000","93898864072","938988","200356966","201703689","IS","Initial Supplement",,"64072","Suspicious Occ","Suspicious Occ","Suspicious Occurrence, possible Shots Fired","Open or Active","PLYMOUTH AVE \ BROAD ST","22471000","Taraval","Oceanview/Merced/Ingleside","11","11","37.71319356069413","-122.45605304687358","POINT (-122.45605304687358 37.71319356069413)","81",,,,,,"1","10"
"2020-06-24T20:00:00.000","2020-06-24T00:00:00.000","20:00","2020","Wednesday","2020-06-25T08:08:00.000","93825707021","938257","200380589","201770417","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","27TH AVE \ EL CAMINO DEL MAR","27670000","Richmond","Seacliff","1","2","37.78751214666316","-122.48742176005074","POINT (-122.48742176005074 37.78751214666316)","1",,,,,,"6","8"
